Hinglish,hindi
dahan,दहन
liberty,लिबर्टी
dhavle,ढवले
florous,फ़्लोरेंस
nigtingale,नाइटेंगल
keladhan,कैलाघन
chalisa,चालीसा
angelika,एंजेलिका
morcco,मोरक्को
rifel,रॉफिल
humber,हंबर
craig,क्रेग
cuming,क्युमिंग
erdara,एर्डरा
malli,मल्ली
robin,रॉबिन
foot,फोर्ट
pinks,पिकन्स
boonda,बृन्दा
gauna,गौना
laurenishan,लॉरेन्शियन
shabnam,शबनम
grade,ग्रैंड
sertauo,सेरटाओ
verydas,वेरीडास
phulo,फूलों
sage,सेज
dhampur,धामपुर
sugar,शुगर
jadeja,जडेजा
bevhaari,बेवहारी
sabih,सबीह
govin,गेविन
bryant,ब्रायंट
chennai,चेन्नई
shaling,शैलिंग
prior,प्रायर
philomena,फिलोमेना
vagreshwar,वागेश्वर
tash,टॅश
transport,ट्रांसपोर्ट
meuseum,म्युज़ियम
kuwara,कुँवारा
sitar,सितार
faasi,फाँसी
kelave,कैलावे
faud,फॉड
baichus,बैचुस
saiveej,सैवेज
gaadgil,गाडगिल
naasiya,नासिया
bairaag,बैराग
naasik,नासिक
brain,ब्रेन
straigt,स्ट्रेट
hormaj,होरमज़
yadu,यदु
suryanaar,सूर्यानार
koyil,कोयील
osaaka,ओसाका
trade,ट्रेड
centre,सेन्टर
construction,कंसट्रक्शन
mahaabodhi,महाबोधि
tchernichovsky,चेर्निकोवस्की
phiercing,भेदी
robber,लुटेरा
particle,कण
kana,कण
mahalakshmi,महालक्ष्मी
chabili,छबीली
gairi,गैरी
afoov,अफुव
havalat,हवालात
pushkal,पुष्कल
aaesal,आइसल
veet,विट
khaalda,खालड़ा
damurah,दमुराह
ramduut,रामदूत
shafield,शेफफील्ड
sajaad,सज्जाद
punkaj,पंकज
dharmaani,धरमानी
bigorn,बिगहॉर्न
andy,एण्डी
bichel,बिचेल
baharwali,बाहरवाली
waste,वेस्ट
management,मैनेजमेंट
lawson,लॉसन
skirrow,स्किरॉ
najla,नजला
manu,मनु
arivalagan,अरिवलगन
buzkkad,बुझक्कड़
raghurai,रघुराई
dosan,डॉसन
shaalimar,शालीमार
pentas,पेंट्स
boliviyaano,बोलिवियानो
freeston,फ्रीस्टोन
maharaja,महाराजा
bhagtanwala,भगतनवाला
buddev,बुद्धदेव
agra,आगरा
suchrita,सुचरिता
jahrigan,ज़हरिंगन
eli,एली
golitier,गॉल्टियर
neelkanta,नीलकांता
lig,लीग
laycross,लैक्रोस
defensive,डिफेंसिव
bhilaayi,भिलाई
meritime,मैर‍िटाइम
ronak,रौनक
shatrughan,शत्रुघ्न
pik,पिक
poket,पॉकेट
bargaadi,बरगाड़ी
aabid,आबिद
saibil,सायबिल
yamamah,यमामाह
wilingdon,विलिंगडन
magic,मैजिक
johnson,जॉनसन
viniya,विनया
alaurakh,अलौरख
basketbaal,बास्केटबॉल
haul,हॉल
fem,फेम
araavankud,अरावांकडु
sunderbans,सुंदरबन्स
aparnaa,अपर्णा
farnz,फ़्रांज़
haniyal,हेनीयल
connecticut,कनेक्टीकट
championship,चैंपियनशिप
bathlan,बैथलन
irun,आइरन
misar,मिसर
prudence,प्रुडेंस
bhagyaraj,भाग्यराज
dindori,डिण्डोरी
baalika,बालिका
sadagoppan,सदागोप्पन
ramesh,रमेश
admand,एडमंड
naaygraa,नायग्रा
taalib,तालिब
gaireth,गैरेथ
web,वेब
iaan,इआन
bredshaa,ब्रेडशॉ
kelp,सिवार
anthony,एंथनी
dressmaking,सीवान
camila,कैमिला
sigmund,सिगमंड
freud,फ़्रुड
chate,चाटे
janda,जांदा
philis,फिलिस
bhogpur,भोगपुर
serval,सरवल
shailendra,शैलेन्द्र
ranade,रानाडे
ashley,ऐश्ले
mubin,मुबीन
jakirah,ज़कीराह
asmi,असमी
alcohorn,एल्कहॉर्न
barchi,बारची
gai,गई
etbar,एतबार
shalab,शलभ
mimjonet,मिंजोनेट
carlesley,कार्लिस्ले
nootjotin,नुटज़ोटिन
lapalikar,लपालीकर
masada,मसाडा
vasu,वसु
ueberroth,युबेरोथ
manindra,मणिंद्र
erzherzog,अर्ज़रज़ोग
carl,कार्ल
ratnajyoti,रत्नज्योति
mclaughlin,लाफलिन
archana,अर्चना
kathirah,कथिराह
adishvar,आदिश्वर
kaaf,कॉक
asay,अक्षय
menard,मेनार्ड
alice,एलिस
koro,कोरो
abhihit,अभिहित
block,ब्लॉक
bero,बैरॉ
ilaka,इलाका
daniel,डेनियल
najih,नज़ीह
sageena,सगीना
filmor,फिल्मोर
tango,टैंगो
jamshedpur,जमशेदपुर
jogging,जॉगिंग
himalaya,हिमालय
shikhar,शिखर
career,करीर
amey,अमेय
amrutlal,अमृतलाल
behram,बेहराम
rey,रे
maavi,मावी
dayamni,दयामयी
comfort,कर्फस्ट
fredrick,फ्रेडरिक
willhem,विल्हेम
butaari,बुटारी
derek,डेरेक
pringal,प्रिंगल
akshaya,अक्षया
british,ब्रिटिश
book,बुक
ansaar,अंसार
pragun,प्रगुन
kerasiolo,केरासिओलो
gyaniji,ज्ञानीजी
indifetijbal,इंडिफेटिजेबल
mehboobnagar,महबूबनगर
frontier,फ्रंटियर
greg,ग्रेग
thomas,थॉमस
bheemsen,भीमसेन
anilatmaj,अनिलात्मज
fatah,फतह
tipper,टिपर
churk,चर्क
tekla,टेक्ला
manmauji,मनमौजी
bob,बॉब
wolmer,वूल्मर
haber,हंबर
fotser,फोर्ट्‍स
nanda,नंदा
bachar,बैचर
cruz,क्रुज़
swarniyam,स्वर्णिम
ferock,फेरोक
pathanaamthits,पथानामथीट्‍टा
balraj,बलराज
kalyandi,कल्याणी
telis,टेलिस
patrons,पेट्रोनस
goa,गोवा
vasi,वसी
nartki,नर्तकी
pentasoft,पेंटासॉफ़्ट
republic,रिपब्लिक
akhila,अखिला
relice,रैलिस
nazir,नज़ीर
shabbir,शब्बीर
trayse,ट्रेसी
anjni,अंजनी
harvey,हार्वी
mathura,मथुरा
bhuwaneshwar,भुवनेस्वरी
boxing,बॉक्सिंग
yajik,याज्ञिक
allemande,एलेमैंड
seri,सेरी
halwani,हलवानी
chitrarath,चित्ररथ
pranab,प्रणव
allahabad,अलाहाबाद
city,सिटी
kirayedar,किराएदार
dingwahi,दिंगवाही
waun,वॉन
newman,न्युमेन
theory,थ्योरी
restling,रेस्लिंग
badsah,बादशाह
fahmida,फहमीदा
fliss,फ्लीस
chaudhary,चौधरी
bhalvan,भल्वान
homar,होमर
sunindni,सुनन्दिनी
aaradhna,आराधना
maayrila,मायरिला
copergaavkar,कोपरगाँवकर
iccha,इच्छा
gailiya,गैलिया
pujit,पुजित
bansilal,बंसीलाल
apaik,अपैक
cent,सेंट
louis,लुइस
dain,डाएन
bootenberg,वूटेनबर्ग
johns,जॉन्‍स
schook,स्कूल
chandigarh,चंडीगढ़
amrashri,अमराश्री
kuvleshat,कुवलेशय
bisoh,बिसौ
bush,बुश
dogaal,डॉगल
gotegoan,गोटेगांव
thanda,ठंडा
burj,बुर्ज
loss,लॉस
mamorls,मार्मोल्स
girik,गिरिक
amerilease,एमेरीलिस
jammu,जम्मू
pahva,पहवा
dawood,दावूद
gayle,गेल
cricket,क्रिकेट
reservior,रिज़रवायर
kilti,कील्टी
firoz,फिरोज़ा
rashid,रशीद
vaasveya,वासवेय
chandrakin,चंद्रकिन
liknostatis,ल‍िक्नोस्टेट‍िस
custordvele,कर्सटडक्वैले
mansoor,मंसूर
ghorpuri,घोरपुरी
leynge,लेंगे
sonia,सोनिया
ramprakash,रामप्रकाश
tarzan,टार्ज़न
ron,रॉन
headley,हेडले
washington,वॉशिंगटन
ankai,अंकाई
xanthic,पीताभ
jacqueline,जैकलिन
satija,सतीजा
tevaratan,टेवारटन
trophy,ट्रॉफी
ruma,रूमा
teckfhaith,टेकफ़ेथ
wireless,वायरलेस
technology,टेक्नोलॉजी
summerside,समरसाइड
reni,रेनी
sataha,सतह
uththa,उठता
feris,फेरिस
puniya,पूनिया
aatman,आत्मन
suresh,सुरेश
raayna,रायना
darbhanga,दरभंगा
sudip,सुदीप
bandna,बन्दना
baneirghatta,बानेरघटटा
streng,स्ट्रेंग
manmohan,मनमोहन
abdur,अब्दुर
rasheed,रशीद
ayatullah,अयातुल्लाह
khomeni,खोमेनी
maikejan,मैकेज़न
galil,गलिल
ethan,एथन
alan,ऐलन
jindgani,ज़िंदगानी
drednot,ड्रेडनॉट
limedgaad,लैंडगार्ड
foord,फोर्ट
magna,मगना
goovar,गॉवर
oshiyaana,ओशिएना
munich,मुनिच
c,री
margo,मार्गो
memorial,मेमोरियल
emberlin,एम्बरलीन
jagdip,जगदिप
afternoon,आफ्टरनून
rakesh,राकेश
judge,जज्ज
matindas,मतीनदास
balidan,बलिदान
fastses,फॉस्टस
reedout,रिडाउट
taillort,टैलार्ट
dharmabad,धर्माबाद
bensonvhale,बेनसोन्व्हले
convent,कॉन्व्हेन्ट
raheela,रहीला
sudhakar,सुधाकर
galaxosmithcline,गलैक्सोस्मिथक्लाइन
lethiya,लेथिया
hanipha,हनीफाह
annoy,अनाउ
timedoyun,टाइमडोयून
nupesh,नृपेश
akalmand,अकलमंद
cura,क्युरा
boat,नाव
allen,एलेन
seth,सेठ
mukand,मुकुंद
red,लाल
intermediate,इंटर
gaziabad,गाज़ियाबाद
musieam,म्युज़ियम
mungal,मंगला
gouri,गौरी
coalmine,कोलमैन
bepnaah,बेपनाह
harison,हैरिसन
rujuta,ऋजुता
ilahi,इलाही
dujnah,दुजनाह
shemertevo,शेर्मटयेवो
khalik,खलीक
lower,लोवर
nirar,निरार
jeporijiaan,ज़ैपोरीज़िआन
sich,सिच
kresent,क्रेसेंट
ustra,युस्रा
echo,ईको
mountain,माउंटन
kaalindi,कालिन्दी
drawing,ड्रॉइंग
alisha,अलिशा
milton,मिल्टन
small,स्मॉल
osakka,ओसाका
heyo,हेयो
deyl,डेल
aadari,आइरी
lukas,लुकास
akhriyaar,अख्तियार
karmel,कारमेल
kanvent,कॉन्‍वेंट
chandigad,चंडीगढ़
viewkus,व्युक्स
jain,जेन
fonda,फ़ोंडा
aacha,अच्छा
malaga,मलागा
huma,हुमा
rajya,राज्य
rebon,रेबन
madurai,मदुरै
mairon,मायरॉन
bankonsteen,बेन्कनस्टीन
cachopa,केचोपा
bhagwanpur,भगवानपुर
dopin,डॉपिन
dharmdeep,धरमदीप
rial,रियाल
bhosle,भोसले
atmanand,आत्मानंद
annigeri,अन्नीगेरी
sparviero,स्पारविएरो
dharmpal,धर्मपाल
mahavat,महावत
mujammil,मुज़्ज़म्मिल
stoo,स्टू
gunayan,गुनायन
manna,मनना
topeka,टोपेका
bible,बायबल
bsbs,बसबस
raamasakhaa,रामसखा
cronos,क्रॉनोस
alima,अलीमा
balaghat,बालाघाट
likhansaar,लिखणसार
kleem,कलीम
serau,सिर्रा
pedro,पेड्रो
matir,मार्टिर
adled,एडेलेड
senator,सेन्टर
edi,ईदी
advaki,अद्‍वाकी
alpha,अल्फा
electricite,इलेक्ट्रीसाइट
frans,फ़्रांस
rajnandgaon,राजनन्दगाँव
vishwamitra,विश्वामित्र
jouhikko,जोहिक्को
lokadi,लोकादि
draupadi,द्रौपदी
vastra,वस्त्र
haran,हरण
dehshat,दहशत
balj,बल्ज
kaisikal,कैस्किल
oblesh,ओबलेश
singla,सिंगला
fougt,फॉड
sabiyuiteen,शफीउद्दीन
ahamat,अहमद
maintir,मंदिर
rameij,रमीज़
koral,कोरल
kayo,कायो
ceraig,चिराग
saitha,साठे
sanjay,संजय
rail,राउल
kute,कुत्ते
laboni,लबोनि
hadi,हदी
hawey,हॉवे
greems,ग्रिम्स
nordea,नोर्डिया
result,नतीजा
dhestinction,भेद
phrice,भाव
lalachand,लालचंद
paladin,राजपूत
muheed,मुईद
desmond,डेस्मंड
hence,हेन्स
mushraf,मुशर्रफ
pearson,पीयरसन
peace,पीस
mysore,मैसूर
novamerican,नोवामेरिकन
velerian,वेलेरियन
suparnak,सुपर्णक
prajit,प्रजित
numa,नुमा
purnyogi,पूर्णयोगी
romesh,रोमेश
bhandari,भंडारी
salal,सल्ल
putahli,पुतली
kelavarapali,केलावरापल्ली
reserwire,रिज़रवायर
dharmdas,धर्मदास
sai,सांई
shirdi,शिर्डी
balsiri,बलसीरी
subekas,सुबेक्स
tukaram,तुकाराम
achintya,अचिंत्य
shed,खराबा
all,सब
bishap,बिशप
hanbada,हंबड़ा
chansara,छंसारा
fatima,फातिमा
brick,ब्रिक
schoolhouse,स्कूलहाउस
shilar,शिलर
mandla,मण्डला
laksar,लास्कर
leaders,लैंडर्स
yogini,योगिनी
mitsubishi,मित्सुबिशी
gloucestershire,ग्लॉसेस्टरशायर
hafsah,हफ्साह
matlij,मैटलीज
wilf,विल्फ
slack,स्लैक
kyuba,क्यूबा
bartmaan,बर्तमान
gadulka,गडुल्का
bhagam,भागम
damayanti,दमयंती
sohail,सोहेल
neshnal,नेशनल
cod,कोट
aamse,आर्म्‍स
moyira,मोइरा
jerold,जेरोल्ड
shvab,ख्वाब
jerel,जेरेल
caunan,कॉनान
presbitaritan,प्रेस्बिटेरिटन
independence,इंडिपेंडेन्स
proteek,प्रोतीक
farhannah,फरहानाह
glorious,ग्लोरियस
rodah,रौदाह
evareal,एवरिएल
tarique,तारि़क
dudihiya,दूधिया
khurd,खुर्द
evarielaa,एवरीएला
albart,अल्बर्ट
venjiaans,वेंजिआंस
prabhath,प्रभाथ
nisanka,निस्संका
vhoopee,व्हूपी
goldbarg,गोल्डबर्ग
metailophon,मेटैलोफोन
vaeel,वाइल
clerk,क्लार्क
sindagi,ज़िंदगी
danr,टर्नर
barakathi,बरकंदी
selestin,सेलेस्टीन
sarang,सारंग
ikbal,इकबाल
patnee,पटनी
kampyutars,कम्प्यूटर्स
vilaasini,विलासिनी
chandraleksha,चंद्रलेक्षा
rahman,रहमान
elpain,एल्पाइन
skeeying,स्कीइंग
bhutto,भुट्टो
gleeful,आह्लादित
waugh,वॉ
andrelin,एण्ड्रेलिन
brahma,ब्रह्मा
guma,गुमा
madonna,मैडोना
charitrahin,चरित्रहीन
bahadur,बहादुर
shanghai,शंघाई
baosteel,बाओस्टील
clayrisa,क्लेरिसा
rajput,राजपूत
ramni,रमणी
manjural,मंजुरल
rana,राणा
jampona,ज़ैंपोना
western,वेस्टर्न
fosta,फॉस्टा
wamil,वामिल
sesa,सेसा
gautami,गौतमी
alekjaidas,एलेक्ज़ैंड्रस
sujans,सुज़ॉस
elron,एलरॉन
agent,एजेंट
harchand,हरचंद
shumsmhith,शूस्मिथ
samveska,स्वेंस्का
ehkademiss,एकाडेमिंस
nordiska,नॉरडिस्का
pris,प्रिस
sunyani,सुनयनी
tailor,टेलर
songadra,सोनगद्र
bikram,बिक्रम
yala,याला
springs,स्प्रिंग्स
adayar,अडायर
morpheus,मॉर्फिअस
chora,छोरा
kel,कैल
palir,पर्ली
broads,ब्रॉड्स
pristle,प्रीस्टले
bhoodev,भूदेव
doisan,डायसन
himavat,हैमवत
makinak,मॅकिनॅक
chav,छाँव
christ,क्रिस्ट
kitti,किट्टी
kelly,कैली
averton,एवर्टन
matis,मैटिस
karmakar,करमरकर
manjubala,मंजुबाला
attyachar,अत्याचार
rokeby,रोकबाय
anvesha,अन्वेशा
sana,साना
waheed,वहीद
splendor,सुषमा
aditykeshav,आदित्यकेशव
kanada,कनाडा
asasiya,असासिया
narhari,नरहरि
musfik,मुश्फीक़
bahilpurva,बाहिलपुरवा
aacharyanandana,आचार्यनंदना
downing,डाउनिंग
junior,ज्युनियर
kumudini,कुमुदिनी
kanhere,कान्हेरे
dronakelm,द्रोनाकेलम
tray,ट्रे
servicos,सर्विकोज़
comunicacao,कम्युनिकाकेओ
wasim,वसीम
jaffer,जाफर
snowy,स्नोवी
maulavee,मौलवी
jadzia,जैडजिया
farica,फैरिका
faithful,वफ़ादार
dominic,डॉमिनिक
cork,कॉर्क
onkareshvr,ओंकारेशवर
syngenta,सिन्जेंटा
oath,सौगंध
nairi,नैरी
lilka,लिल्का
jhanara,जहानारा
sarala,सरला
pack,पैक
chata,चाता
haryana,हरयाणा
rangle,रैंगल
amadhya,अमध्य
gunther,गुंथर
aanhkhe,आँखें
motocross,मोटोक्रॉस
farok,फारोख
engineer,इंजीनियर
beesvi,बीसवी
bembooka,बैंबूका
yeshiva,येश‍िवा
taha,ताहा
maleesh,मार्लिस
krishnamurari,कृष्णमुरारी
goeteg,गोएट्ज़
dats,डार्ट्स
vinslo,विनस्लो
gwalior,ग्वालियर
minaar,मीनार
prabud,प्रबुद्ध
granth,ग्रंथ
maganlaal,मगनलाल
alfred,अल्फ़्रेड
tenisan,टेनीसन
panchpora,पाँचपोरे
cavin,केविन
kanstarnar,कॉस्टनर
gopikrishna,गोपीकृष्ण
rukja,ऋचा
praphaat,प्रभात
komajet,कोमाजेट
thavuban,थौबान
park,पार्क
harunar,हरुनर
ankan,एन्कन
intekaam,इंतेक़ाम
chorvad,चोरवड़
shahariyar,शहरियार
nafees,नफीस
taikshinaithracher,दक्षिनेश्वर
ajayabpur,अजायबपुर
kujayyak,ग़ुज़य्याह
tristan,ट्रिस्टन
bhee,भी
dubiya,दुबिया
rasel,रसेल
krovi,क्रोवी
jiyoff,जिऑफ
hovart,हॉवर्थ
chairman,चर्मैने
crystal,क्रिस्टल
point,पॉइंट
purcorn,फु़र्कान
banglore,बैंगलोर
kaustav,कौस्तव
wajid,वाजिद
unsettle,अर्नसेटल
redgold,रैंडगोल्ड
shagird,शागिर्द
salahuddin,सलाहुद्दीन
shendye,शेंडये
chitrasen,चित्रसेन
grey,ग्रे
galery,गैलरी
ligt,लाइट
purkar,पूरकर
jayantha,जयंथा
shaana,शाना
osman,उस्मान
conoly,कॉनोली
chamagram,चमाग्राम
vedlof,वेडलॉक
university.,यूनिवर्सिटी
bournemouth,बॉर्नमाउथ
athiya,अथिया
chittaprasad,चित्तप्रसाद
boing,बोईंग
karvi,कार्वी
avantikaa,अवंतिका
niyati,नियति
shamus,शमुस
barlaai,बरलाई
shivdaan,शिवदान
bharatmuni,भरतमुनि
raitaah,रैताह
rajeev,राजीव
verkhoyansk,वेर्खोयांस्क
justin,जस्टिन
camp,केंप
pariwar,परिवार
murari,मुरारी
chodiala,चोडियाला
kaitee,कैटी
vyakhya,व्याख्या
maham,महुम
shikeeshimaa,शिकीशिमा
ajmer,अजमेर
estan,ऐस्टन
univercity,यूनिवर्सिटी
harfan,हरफन
siraz,सिराज़ुद्‍दौला
entainate,एंटॉइनेट
dulhah,दुल्हा
iki,इकी
sirias,सिरियस
vince,विंस
wales,वेल्स
makhaya,मखाया
ntini,न्टीनी
flame,ज्वाला
earhth,धरा
magician,जादुगर
dumbra,डम्बरा
paramahunz,परमहंस
surrajwal,सुर्जेवाल
donakonda,डोनाकोंडा
eabellang,एप्लिंग
kinglabund,किग्लापॅट
prateentra,ब्रतिंद्र
chaalbaas,चालबाज़
tonal,डोनल
sumadhi,स्मिथ
kutmai,कुड़मई
mafasir,मफिज़र
dharampuri,धरमपुरी
vandale,वेंडेल
bhusawal,भुसावल
lady,लैडी
birur,बिरुर
leada,लीटा
alexander,अलेक्ज़ेंडर
agasis,अगासीज़
autonation,ऑटोनेशन
anala,अनला
bhavnagar,भावनगर
mereweater,मेरिवेदर
vilas,विलास
mustfid,मुस्तफीद
banan,बनन
tamil,तमिलनाडू
kyle,काइल
mills,मिल्स
municipal,म्युन‍िस‍िपल
corfu,कोरफू
tungsten,टंगस्टन
yudhisthir,युधिष्ठिर
virgniaud,वर्जिनिऑड
place,प्लेस
ucon,यूकॉन
kejeemkujeek,केज़ीमकुज़ीक
sree,श्री
dheyoodhpani,थेंदयूथपानी
vancouver,वैनकॉवर
dheta,श्वेता
rada,राडा
melwa,मेल्वा
shambhavi,शाम्भवि
clive,क्लाइव
rice,राइस
saladin,सलादिन
yuvati,युवती
captain,कैप्टन
nirvan,निर्वाण
tami,तमी
darshan,दर्शन
panihari,पनिहारी
glomar,ग्लोमर
explorer,एक्सप्लोरर
neodimium,नीयोडिमियम
ephingham,एफिंघम
kasib,कासिब
senapati,सेनापति
banyan,बॅनयान
recovery,रिकवरी
harinder,हरिन्दर
salwa,सल्वा
eta,एटा
shandar,शानदार
european,युरोपियन
scating,स्केटिंग
dairin,डैरिन
bammidi,बॉम्मिदी
guinver,गुइनवेर
cochin,कोचीन
harbour,हार्बर
terminus,टर्मिनस
sharp,शार्प
dahana,दहना
skaut,स्काउट
kaimp,कैंप
manimekhala,मणिमेखला
valmeeki,वाल्मीकि
sahiba,साहिबा
khajanachi,खज़ानची
federation,फ़ेडरेशन
aurihar,औंरिहर
bowiriya,बौरिया
pawar,पॉवर
trading,ट्रेडिंग
cooperation,कॉर्पोरेशन
terrace,टेरेंस
vitraan,वित्रान
stonhe,पत्थर
drake,ड्रैको
irreristebl,इर्रेरिस्टेबल
abazila,अबाजिला
gayatri,गायत्री
bajva,बाजवा
husam,हुसम
fiddle,बेला
conocsh,क्नॉक्स
makhdum,मखदूम
yahaya,यहया
maneri,मनेरी
maccen,मैककेन
gogi,गोगी
kamble,कांबले
shen,शेन
warn,वार्न
yardle,यार्डले
fakruddin,फकरूद्दीन
golf,गोल्फ
takar,टकर
bomb,बॉब
railor,टेलर
naipa,नैपा
ontario,ऑन्टार‍ियो
raichur,रायचूर
mahashweta,महाश्वेता
mhotro,म्हात्रे
shahanshaw,शहँशाह
jeydeep,जयदीप
bekzaar,बेक्सार
fariyadi,फरियादी
toni,टोनी
poum,पौम
rosa,रोसा
naleykr,नार्लेकर
amay,अमय
soul,सॉल
paidi,पैटी
prokofiv,प्रोकोफीव
vardamnghi,वरदामनधी
reservoyer,रिज़रवायर
ambala,अम्बाला
kavthekr,कवठेकर
kurlin,कार्लिन
gumla,गुमला
belo,बेलो
laifaettet,लैफायेट्‍ट
barhampor,बरहमपोर
bhanu,भानू
french,फ्रेंच
khanjar,खंजर
mulkraj,मुल्कराज
magoffin,मैगोफिन
central,सेंट्रल
khoone,खूनी
kun,कौन
chitrkoute,चित्रकूट
matlabe,मतलबी
spatherian,स्पाथेर‍ियन
shadow,शैडो
glen,ग्लेन
turner,टर्नर
marlo,मारलो
hargyan,हरज्ञान
parma,परमा
colon,कॉलन
ikrimah,इकरीमाह
yadav,यादव
rianne,रियान्नी
una,यूना
sulekha,सुलेखा
progeon,प्रोज़ेन
tradesman,महाजन
anand,आनंद
laxminarayan,लक्ष्मीनारायण
shasthri,शास्त्री
walknees,वाकनीस
ghuri,घूरी
hemantha,हेमंथा
vikramartre,विक्रमारत्ने
seera,सीरा
fairagat,फैरागट
kaith,कैथ
artherton,अर्थर्टन
parvtinandan,पार्वतीनन्दन
naasur,नासूर
shad,शाद
battlesaman,बेटल्समन
talibagh,तालीबाह
kailam,कैलम
potdar,पोतदार
failan,फैलन
kavidhar,कवीश्वर
ramnath,रामनाथ
gurani,गुरानी
baburpur,बाबरपुर
jesm,जेम्स
laughlin,लॉफलिन
solena,सोलेना
turkana,टुर्काना
kadir,कदीर
sarth,सार्थ
cambridge,कैंब्रिज
emdibamdi,एंटीबॉडी
grup,ग्रुप
mahasweta,महाश्वेता
mamritaniya,मॉरितानिया
ruz,शूज़
mohak,मोहक
gudha,गुधा
dhaura,धौरा
alba,अल्बा
elda,एल्दा
sainath,साईनाथ
bemd,बेंट
krishnapimgaaksham,कृष्णपिंगाक्षं
taybah,तय्यबाह
shivsagar,शिवसागर
ever,कभी
darhk,अंधेरा
lustrous,उजाला
ona,ओना
tesi,टेसी
laire,लैरी
nalwadi,नलवाडी
pavaana,पवाना
abhiram,अभिराम
baagi,बागी
nicksan,निक्सन
ununbiyam,यूननबियम
shore,शेरी
yendra,एण्ड्रा
naphi,नफी
dariyas,डैरियस
ledle,लेडेल
chouth,चौथ
heeralaal,हीरालाल
pannalaal,पन्नालाल
sholey,शोले
wattle,जाफरी
mrigendra,मृगेंद्र
haweliana,हवेलियाना
nawar,नवर
platinum,प्लेटिनम
sardar,सरदार
ankrith,ऑर्किट
mejjuhibij,मेझ्ही‍बिज़
chittaranjan,चित्तरंजन
kutaram,कृताराम
hindavi,हिंदवी
atkins,एटकिन्स
museaum,म्युज़ियम
denmark,डेनमार्क
azir,अजीर
assom,असोम
kourav,कौरव
raphikal,रफीकल
pricks,प्रिक्स
appollo,अपोलो
zaib,ज़ैब
esta,एस्टा
volkhovskaya,वोल्खवस्काया
tabaer,ताबेर
extra,एक्ट्रेस
analys,एनालीज
delton,डेल्टन
emee,एमी
varn,बर्न
asma,अस्मा
akaltara,अकालतारा
bakir,बाकिर
pahchan,पहचान
ankaarini,ऑकारिना
sridevi,श्रीदेवी
bundi,बूँदी
anita,अनिता
raipur,रायपुर
jini,जीनी
ajatshutru,अजातशत्रु
cronical,क्रॉन‍िकल
ishwar,ईश्वर
sharikah,शरीकाह
dham,धाम
pofli,पोफली
holy,होली
martyers,मार्टयर्स
niyamur,नियामुर
pigot,पिगोट
israel,इस्राएल
aleema,अलीमा
makan,मक्खन
anau,अनाउ
echra,एचरा
lemon,लेमोन
shensen,शेन्ज़ेन
special,स्पेशल
umashankar,उमाशंकर
anandini,आनंदिनी
emi,एमी
huchison,हचिसन
essaar,एस्सार
almeerent,अल्मीरेंट
letour,लेटौर
orat,औरत
fifty,फिफ्टी
kaningan,कॉनिंगन
rijentes,रीजेंटेस
bart,बर्ट
vains,वैंस
melina,मेलिना
ranjay,रणजय
bharatiya,भारतीय
aroo,अरु
tehraan,तेहरान
baheer,बहीर
tulsaa,टुलसा
avenaa,एवेना
gorakhpur,गोरखपुर
havda,हावड़ा
leam,लैम
plenket,प्लंकेट
sahja,सहजा
oslo,ऑस्लो
bhargav,भार्गव
potorleja,फोर्टालेज़ा
hindrohijma,हिंदूइज़्म
lesbon,लिस्बन
columbia,कोलम्बिया
shaalimaar,शालीमार
dindrala,दिंदराल
pamchi,पंछी
sarjemd,सर्जेंट
mamsoor,मंसूर
hallaj,हल्लज
vyusi,व्युसी
sibamda,सिबांडा
monte,मॉन्टे
tengrose,ट्रेंग्रोसी
grace,ग्रेस
lutherin,लुथरेन
kailash,कैलाश
mangalagiri,मंगलगिरी
klinch,क्लिंच
samar,समर
sohal,सोहल
vinchurkar,विंचुरकर
sohan,सोहण
baarbara,बारबरा
maths,मार्क्स
habde,हबर्ड
bushnels,बुशनेल्स
vel,वेल
philport,फिल्पोट
thakur,ठाकुर
birju,बिरजू
eagle,ईगल
scout,स्काउट
pulken,पलकें
two,दो
precious,अनमोल
whatch,घड़ी
mahamaya,महामाया
babagon,बाबागोन
blewett,ब्लेवेट
sprague,स्प्रेगुए
monitor,मॉनीटर
fried,फ़ेरिड
murad,मुराड
iyad,इयाद
agrabis,ऑग्राबीस
FALSE,फॉल्स
apla,अपला
kathrene,कैथरीन
gowri,गौरी
fanta,फांटा
tsao,त्सावो
blike,ब्लैक
mailer,मेलर
gharana,घराना
agro,एग्रो
siphia,सिपहिया
outside,बाहर
osmanabad,उस्मानाबाद
parameshthin,परमेष्ठिन
isha,ईशा
usmaan,उस्मान
afzal,अफज़ाल
surabhi,सुरभि
aistek,एज़्टेक
software,सॉफ़टवेयर
cyclewaly,सायकलवाली
buchar,बुचर
pratijna,प्रतिज्ञा
queensland,क्वीन्सलैंड
ghuguli,घुघुली
burns,बर्न्स
puranjay,पुरंजय
pavanputra,पवनपुत्र
urkam,अरकाम
jawahir,जवाहिर
manjra,माज़रा
wood,वुड
govindwal,गोविंदवाल
bujdil,बुज़दिल
richmond,रिचमंड
sandhu,संधू
ideliya,इडेलिया
parashuram,परशुराम
vivendi,विवेंदी
universal,यूनिवर्सल
helens,हेलेन्स
winters,विंटर्स
gerad,गेरार्ड
somdev,सोमदेव
rolland,रोलैंड
